attendance,previous_cgpa,subject_difficulty,internal_marks,mid_sem_1,mid_sem_2,end_sem_marks
80.0,7.84,6.8,16.0,5.0,4.0,28.0
90.0,8.85,8.5,18.0,7.0,5.0,30.0
94.0,0.0,9.4,18.0,8.0,9.0,22.0
84.0,8.57,8.9,19.0,9.0,9.0,33.0
96.0,10.0,8.2,20.0,12.0,15.0,40.0
95.0,10.0,7.6,18.0,12.0,8.0,39.0
98.0,9.42,6.3,19.0,9.0,10.0,43.0
87.0,9.2,7.3,17.0,12.0,13.0,34.0
71.0,8.01,6.5,14.0,10.0,8.0,37.0
78.0,7.4,9.7,18.0,5.0,3.0,12.0
88.0,7.99,9.5,19.0,9.0,8.0,26.0
85.0,8.98,5.8,19.0,9.0,6.0,28.0
86.0,0.0,9.1,18.0,9.0,12.0,23.0
82.0,9.34,8.5,15.0,9.0,14.0,34.0
90.0,8.68,9.9,19.0,8.0,7.0,26.0
90.0,0.0,7.3,14.0,5.0,4.0,31.0
85.0,7.92,8.6,17.0,6.0,3.0,27.0
73.0,7.95,7.6,13.0,7.0,5.0,25.0
89.0,9.82,5.3,16.0,13.0,12.0,45.0
88.0,8.43,5.2,17.0,10.0,12.0,39.0
91.0,8.55,5.6,18.0,10.0,15.0,30.0
82.0,7.69,6.5,16.0,5.0,4.0,28.0
81.0,8.72,6.3,18.0,10.0,8.0,33.0
84.0,8.38,8.6,16.0,6.0,4.0,13.0
85.0,8.9,8.6,17.0,12.0,13.0,33.0
96.0,8.93,9.9,16.0,8.0,9.0,24.0
70.0,8.1,6.6,11.0,4.0,4.0,19.0
74.0,7.72,9.7,15.0,1.0,0.0,20.0
100.0,9.93,8.1,20.0,12.0,15.0,48.0
87.0,8.79,7.5,17.0,9.0,11.0,30.0
88.0,7.63,8.3,19.0,10.0,11.0,40.0
91.0,9.04,8.5,15.0,10.0,11.0,36.0
81.0,7.22,5.9,17.0,6.0,6.0,37.0
99.0,9.05,8.8,18.0,8.0,7.0,45.0
86.0,9.16,8.6,15.0,8.0,9.0,20.0
82.0,8.73,10.0,15.0,7.0,8.0,26.0
79.0,9.23,9.6,16.0,8.0,9.0,25.0
83.0,8.22,8.4,17.0,5.0,2.0,26.0
94.0,10.0,8.6,20.0,10.0,11.0,47.0
67.0,6.47,9.7,13.0,5.0,4.0,15.0
87.0,9.09,9.8,19.0,9.0,7.0,21.0
96.0,9.3,9.1,20.0,11.0,12.0,32.0
82.0,0.0,8.8,16.0,10.0,10.0,23.0
88.0,9.5,5.6,18.0,11.0,15.0,50.0
73.0,7.22,9.2,13.0,7.0,8.0,24.0
68.0,7.53,6.3,13.0,7.0,6.0,9.0
86.0,8.29,7.8,20.0,10.0,10.0,34.0
76.0,7.78,7.0,18.0,9.0,7.0,21.0
95.0,9.07,6.7,19.0,9.0,11.0,38.0
88.0,8.17,6.6,19.0,9.0,10.0,26.0
100.0,10.0,9.3,20.0,9.0,10.0,32.0
92.0,8.01,8.8,18.0,10.0,8.0,25.0
100.0,8.65,7.6,17.0,10.0,12.0,28.0
92.0,9.91,8.3,20.0,13.0,11.0,38.0
90.0,7.94,9.9,20.0,8.0,7.0,23.0
96.0,9.62,7.0,20.0,13.0,13.0,42.0
100.0,10.0,7.8,19.0,11.0,10.0,37.0
88.0,7.95,7.7,20.0,9.0,7.0,29.0
86.0,0.0,9.7,18.0,8.0,8.0,23.0
77.0,7.55,6.8,13.0,8.0,10.0,30.0
67.0,7.21,9.9,10.0,5.0,7.0,9.0
82.0,8.9,6.5,16.0,14.0,15.0,35.0
96.0,0.0,5.5,20.0,15.0,15.0,32.0
96.0,8.84,6.0,19.0,13.0,12.0,33.0
69.0,7.7,7.1,18.0,5.0,7.0,25.0
92.0,9.36,8.2,19.0,11.0,8.0,36.0
97.0,9.15,7.6,17.0,12.0,13.0,31.0
81.0,8.78,6.9,12.0,12.0,14.0,26.0
63.0,8.04,7.8,13.0,5.0,5.0,21.0
78.0,7.62,9.2,18.0,10.0,9.0,21.0
96.0,8.75,9.2,20.0,8.0,8.0,40.0
88.0,0.0,8.6,17.0,10.0,8.0,31.0
85.0,9.52,9.8,20.0,8.0,9.0,34.0
88.0,8.84,8.0,15.0,13.0,15.0,43.0
91.0,9.19,5.0,18.0,11.0,12.0,38.0
78.0,8.53,6.5,14.0,12.0,13.0,43.0
90.0,9.57,6.6,20.0,10.0,12.0,44.0
65.0,6.95,7.7,10.0,8.0,10.0,20.0
77.0,7.4,9.5,16.0,6.0,4.0,7.0
80.0,8.26,9.2,14.0,7.0,4.0,15.0
95.0,8.2,6.2,20.0,11.0,12.0,39.0
94.0,8.89,7.6,18.0,12.0,14.0,25.0
88.0,8.17,8.3,18.0,9.0,6.0,30.0
80.0,8.28,9.9,12.0,6.0,6.0,29.0
72.0,0.0,5.2,11.0,5.0,7.0,16.0
91.0,8.31,7.3,17.0,9.0,9.0,49.0
82.0,6.77,9.9,18.0,5.0,8.0,24.0
79.0,7.09,9.9,17.0,9.0,12.0,32.0
75.0,7.76,6.7,17.0,7.0,7.0,24.0
79.0,7.75,5.0,13.0,5.0,4.0,15.0
76.0,7.54,7.9,16.0,6.0,5.0,28.0
71.0,7.9,9.3,13.0,3.0,3.0,19.0
74.0,7.29,6.6,13.0,9.0,7.0,23.0
88.0,9.39,9.7,17.0,9.0,6.0,32.0
88.0,8.78,6.7,17.0,7.0,2.0,40.0
81.0,7.81,8.1,18.0,8.0,8.0,34.0
82.0,8.2,8.6,19.0,9.0,13.0,19.0
100.0,9.54,6.7,20.0,9.0,5.0,38.0
78.0,7.76,6.8,17.0,7.0,7.0,33.0
94.0,8.62,7.3,20.0,8.0,8.0,33.0
95.0,9.18,9.2,20.0,13.0,13.0,35.0
95.0,8.45,5.5,19.0,13.0,15.0,46.0
77.0,7.87,8.2,17.0,5.0,3.0,34.0
80.0,7.38,8.4,19.0,7.0,3.0,29.0
91.0,9.32,7.8,16.0,10.0,9.0,45.0
87.0,9.17,9.7,17.0,11.0,10.0,41.0
77.0,8.47,8.0,18.0,11.0,7.0,28.0
72.0,7.21,8.2,14.0,7.0,7.0,17.0
90.0,8.04,8.0,20.0,8.0,6.0,40.0
83.0,0.0,8.6,19.0,8.0,8.0,18.0
93.0,0.0,5.7,16.0,15.0,14.0,45.0
100.0,9.54,9.5,19.0,14.0,12.0,40.0
86.0,7.76,5.2,20.0,8.0,10.0,31.0
86.0,8.48,8.2,17.0,9.0,8.0,25.0
82.0,8.98,8.1,12.0,10.0,10.0,29.0
87.0,9.29,6.0,16.0,14.0,15.0,44.0
82.0,7.83,5.2,18.0,12.0,13.0,41.0
96.0,9.3,5.7,20.0,11.0,11.0,48.0
76.0,7.71,6.4,15.0,6.0,4.0,19.0
79.0,9.13,9.4,17.0,11.0,9.0,37.0
100.0,8.73,9.3,19.0,11.0,11.0,41.0
85.0,8.32,5.3,19.0,6.0,4.0,34.0
85.0,8.21,6.4,20.0,6.0,8.0,28.0
79.0,7.22,9.4,17.0,7.0,7.0,13.0
82.0,8.7,6.2,16.0,14.0,15.0,46.0
88.0,0.0,10.0,18.0,6.0,4.0,21.0
81.0,8.13,6.3,18.0,11.0,9.0,36.0
97.0,9.4,8.7,19.0,12.0,15.0,38.0
90.0,9.03,7.1,20.0,9.0,9.0,38.0
93.0,8.34,5.7,19.0,9.0,11.0,18.0
91.0,8.96,6.3,20.0,8.0,5.0,26.0
95.0,8.58,8.4,20.0,9.0,8.0,30.0
82.0,8.21,6.7,15.0,5.0,8.0,24.0
67.0,0.0,8.0,16.0,6.0,3.0,24.0
83.0,9.01,6.0,18.0,13.0,15.0,42.0
79.0,8.77,7.2,16.0,7.0,7.0,42.0
80.0,7.98,7.6,13.0,8.0,6.0,28.0
86.0,8.38,7.1,18.0,8.0,9.0,29.0
74.0,7.33,6.0,18.0,8.0,10.0,29.0
92.0,8.65,7.3,13.0,7.0,5.0,36.0
100.0,10.0,8.5,15.0,12.0,11.0,34.0
87.0,9.44,9.8,19.0,6.0,6.0,31.0
84.0,0.0,8.9,17.0,7.0,8.0,32.0
82.0,7.36,5.8,18.0,8.0,8.0,36.0
93.0,8.99,6.4,18.0,11.0,12.0,45.0
98.0,9.04,5.4,15.0,9.0,11.0,50.0
100.0,8.82,5.7,18.0,15.0,15.0,50.0
86.0,9.17,6.3,20.0,8.0,7.0,29.0
89.0,9.21,6.0,17.0,8.0,8.0,36.0
86.0,9.43,6.1,16.0,13.0,15.0,40.0
83.0,7.79,6.2,11.0,10.0,11.0,24.0
77.0,7.7,6.5,12.0,5.0,7.0,24.0
84.0,9.36,5.6,19.0,11.0,10.0,31.0
90.0,8.98,6.4,17.0,11.0,12.0,39.0
84.0,8.44,8.4,19.0,6.0,8.0,37.0
84.0,7.03,6.2,15.0,7.0,10.0,35.0
81.0,8.7,5.9,13.0,9.0,11.0,29.0
86.0,9.26,5.3,17.0,15.0,13.0,45.0
78.0,0.0,7.5,14.0,8.0,10.0,20.0
69.0,8.63,9.2,12.0,8.0,11.0,19.0
87.0,9.02,5.3,16.0,10.0,9.0,44.0
88.0,8.84,7.7,17.0,12.0,10.0,17.0
95.0,9.45,8.3,18.0,13.0,13.0,35.0
100.0,10.0,8.0,18.0,13.0,13.0,41.0
87.0,8.35,9.4,20.0,8.0,7.0,28.0
86.0,9.17,9.3,18.0,5.0,3.0,12.0
76.0,8.73,5.3,16.0,12.0,15.0,37.0
88.0,9.12,6.8,17.0,11.0,9.0,32.0
83.0,8.45,8.4,18.0,8.0,7.0,30.0
87.0,9.55,9.8,18.0,10.0,10.0,28.0
87.0,9.18,9.0,15.0,10.0,7.0,30.0
79.0,0.0,5.9,13.0,9.0,6.0,28.0
81.0,8.25,6.4,12.0,10.0,9.0,33.0
90.0,8.76,8.8,20.0,5.0,7.0,35.0
79.0,7.54,7.4,15.0,8.0,8.0,24.0
84.0,8.67,7.7,18.0,12.0,8.0,30.0
72.0,0.0,8.0,15.0,2.0,5.0,15.0
100.0,9.65,5.5,20.0,13.0,15.0,37.0
82.0,7.88,9.3,16.0,9.0,9.0,20.0
98.0,10.0,9.3,17.0,12.0,12.0,36.0
73.0,8.04,7.3,13.0,6.0,7.0,37.0
82.0,9.0,8.1,16.0,7.0,12.0,34.0
87.0,0.0,8.3,14.0,8.0,10.0,32.0
90.0,8.24,5.9,16.0,11.0,12.0,39.0
100.0,10.0,5.6,18.0,10.0,8.0,47.0
83.0,8.91,5.1,16.0,7.0,7.0,36.0
82.0,7.42,9.6,15.0,6.0,8.0,25.0
91.0,9.0,6.7,18.0,7.0,7.0,33.0
95.0,9.91,5.4,20.0,12.0,11.0,33.0
78.0,7.94,7.3,15.0,13.0,14.0,33.0
75.0,8.26,5.4,12.0,6.0,4.0,27.0
86.0,8.69,5.4,13.0,10.0,12.0,30.0
86.0,9.38,7.4,18.0,12.0,11.0,37.0
85.0,8.68,7.5,16.0,10.0,6.0,41.0
81.0,0.0,7.9,16.0,6.0,5.0,27.0
84.0,8.21,8.3,17.0,8.0,8.0,29.0
88.0,8.8,8.3,20.0,9.0,10.0,44.0
78.0,8.34,7.2,12.0,9.0,10.0,30.0
89.0,9.32,8.2,16.0,10.0,7.0,29.0
68.0,7.18,6.5,13.0,2.0,2.0,23.0
79.0,8.14,7.2,14.0,7.0,6.0,24.0
90.0,9.4,7.0,15.0,12.0,11.0,40.0
81.0,7.05,6.6,19.0,11.0,9.0,22.0
54.0,6.34,6.2,9.0,3.0,3.0,9.0
66.0,7.08,5.4,11.0,4.0,10.0,23.0
75.0,8.01,7.5,13.0,5.0,9.0,17.0
82.0,8.43,7.7,19.0,9.0,7.0,33.0
68.0,6.7,6.7,12.0,6.0,6.0,22.0
76.0,7.71,9.9,12.0,7.0,6.0,17.0
91.0,0.0,7.8,17.0,11.0,11.0,36.0
100.0,8.5,9.4,20.0,9.0,11.0,26.0
82.0,9.19,7.9,18.0,8.0,8.0,20.0
76.0,6.95,5.9,17.0,6.0,5.0,16.0
79.0,9.35,9.9,14.0,5.0,7.0,33.0
90.0,9.85,9.4,17.0,10.0,8.0,37.0
89.0,8.86,7.4,20.0,11.0,11.0,49.0
80.0,7.99,6.2,18.0,7.0,4.0,33.0
94.0,9.02,6.1,18.0,15.0,13.0,40.0
85.0,7.53,9.0,12.0,8.0,9.0,25.0
83.0,8.94,5.3,16.0,9.0,8.0,25.0
91.0,9.08,8.2,16.0,10.0,6.0,40.0
89.0,9.65,8.2,16.0,12.0,11.0,37.0
88.0,8.53,5.9,16.0,7.0,5.0,27.0
85.0,7.55,8.5,17.0,5.0,2.0,22.0
92.0,9.13,8.5,19.0,8.0,9.0,38.0
96.0,0.0,6.8,18.0,13.0,10.0,31.0
94.0,8.77,7.4,16.0,9.0,8.0,42.0
71.0,7.58,9.2,14.0,6.0,6.0,11.0
92.0,0.0,7.6,17.0,12.0,11.0,27.0
89.0,9.55,8.1,14.0,12.0,11.0,40.0
92.0,8.31,7.1,20.0,12.0,11.0,43.0
100.0,9.2,5.7,19.0,15.0,13.0,36.0
89.0,9.39,10.0,17.0,8.0,7.0,24.0
84.0,9.2,7.7,16.0,13.0,14.0,45.0
76.0,7.76,6.7,15.0,4.0,3.0,23.0
100.0,8.96,8.6,20.0,12.0,12.0,45.0
82.0,8.53,8.1,14.0,9.0,11.0,25.0
78.0,8.63,6.2,16.0,7.0,8.0,39.0
85.0,0.0,9.4,16.0,6.0,3.0,32.0
93.0,9.06,5.4,20.0,12.0,13.0,46.0
86.0,8.97,8.0,19.0,8.0,10.0,18.0
84.0,8.4,7.4,19.0,10.0,9.0,34.0
88.0,8.81,6.6,16.0,11.0,8.0,42.0
89.0,0.0,9.1,20.0,6.0,5.0,18.0
89.0,9.77,8.3,18.0,10.0,10.0,35.0
100.0,9.77,8.8,20.0,11.0,12.0,40.0
79.0,8.41,7.1,17.0,10.0,9.0,25.0
97.0,8.32,9.7,20.0,11.0,7.0,39.0
88.0,9.42,6.7,15.0,13.0,10.0,42.0
83.0,8.8,7.7,19.0,11.0,12.0,35.0
97.0,10.0,9.7,20.0,12.0,15.0,40.0
95.0,8.89,5.4,16.0,13.0,13.0,39.0
75.0,7.0,5.5,14.0,7.0,10.0,27.0
100.0,10.0,10.0,18.0,12.0,10.0,31.0
91.0,7.51,9.9,15.0,6.0,5.0,25.0
82.0,8.26,8.9,18.0,5.0,0.0,28.0
77.0,9.11,7.4,12.0,7.0,8.0,37.0
74.0,8.33,7.5,12.0,11.0,9.0,32.0
80.0,8.26,6.3,20.0,9.0,10.0,27.0
93.0,9.35,7.2,18.0,11.0,10.0,40.0
99.0,9.87,7.2,20.0,12.0,15.0,37.0
90.0,9.42,5.2,20.0,14.0,15.0,50.0
74.0,7.52,7.3,16.0,7.0,2.0,29.0
92.0,0.0,7.4,19.0,9.0,10.0,42.0
98.0,9.08,8.3,20.0,11.0,10.0,33.0
77.0,8.71,7.6,16.0,6.0,7.0,21.0
69.0,8.15,9.3,13.0,8.0,5.0,24.0
100.0,9.73,6.8,20.0,13.0,15.0,46.0
100.0,9.1,7.0,19.0,13.0,15.0,37.0
85.0,8.4,7.9,17.0,7.0,4.0,17.0
90.0,9.62,6.0,20.0,10.0,10.0,33.0
88.0,9.12,7.0,17.0,9.0,9.0,33.0
79.0,8.29,8.4,16.0,11.0,12.0,32.0
79.0,8.35,7.1,17.0,6.0,6.0,32.0
84.0,7.88,9.5,18.0,10.0,12.0,28.0
89.0,0.0,8.1,18.0,5.0,5.0,35.0
73.0,7.71,5.8,12.0,9.0,10.0,21.0
93.0,8.85,7.4,19.0,9.0,6.0,33.0
79.0,0.0,8.8,16.0,8.0,8.0,33.0
80.0,7.44,8.2,18.0,5.0,7.0,3.0
92.0,9.21,9.4,20.0,7.0,10.0,39.0
81.0,8.16,8.7,19.0,12.0,12.0,35.0
78.0,6.39,5.3,14.0,9.0,9.0,24.0
100.0,8.87,5.6,18.0,13.0,15.0,45.0
97.0,8.55,8.2,20.0,10.0,10.0,40.0
63.0,5.72,6.2,15.0,6.0,8.0,8.0
78.0,0.0,7.9,15.0,6.0,6.0,24.0
75.0,7.91,9.0,14.0,3.0,3.0,21.0
98.0,8.68,7.9,16.0,7.0,5.0,22.0
90.0,0.0,7.1,19.0,9.0,7.0,37.0
85.0,8.25,8.2,17.0,8.0,10.0,35.0
79.0,8.21,5.7,15.0,8.0,11.0,35.0
92.0,9.28,8.6,20.0,10.0,10.0,36.0
97.0,8.55,8.5,19.0,8.0,8.0,29.0
75.0,7.69,7.6,15.0,4.0,6.0,27.0
100.0,8.75,6.4,20.0,13.0,14.0,40.0
94.0,9.16,9.0,20.0,10.0,5.0,39.0
73.0,6.62,7.6,14.0,3.0,5.0,15.0
100.0,0.0,5.3,18.0,15.0,12.0,48.0
86.0,8.63,9.6,15.0,8.0,8.0,26.0
63.0,6.4,8.8,14.0,4.0,3.0,18.0
82.0,8.32,7.9,14.0,10.0,9.0,28.0
89.0,0.0,7.2,17.0,7.0,7.0,32.0
83.0,0.0,9.8,16.0,9.0,11.0,30.0
100.0,9.93,8.9,20.0,12.0,12.0,39.0
82.0,7.7,7.7,19.0,8.0,11.0,21.0
91.0,9.45,8.3,15.0,9.0,12.0,39.0
86.0,9.98,6.4,20.0,12.0,15.0,49.0
79.0,9.4,6.0,13.0,12.0,12.0,41.0
98.0,9.11,6.4,20.0,8.0,7.0,36.0
67.0,7.36,6.5,12.0,3.0,3.0,21.0
91.0,8.84,8.7,17.0,14.0,15.0,28.0
90.0,8.98,5.7,16.0,12.0,14.0,37.0
82.0,8.45,8.9,20.0,11.0,6.0,35.0
90.0,8.05,7.6,18.0,12.0,13.0,33.0
68.0,6.57,6.9,14.0,6.0,1.0,11.0
82.0,9.37,6.5,14.0,8.0,8.0,29.0
89.0,9.77,7.6,15.0,13.0,12.0,42.0
64.0,7.94,6.6,12.0,8.0,6.0,22.0
97.0,0.0,7.1,20.0,13.0,15.0,44.0
91.0,9.78,8.7,18.0,11.0,10.0,30.0
86.0,6.74,8.1,19.0,7.0,7.0,24.0
100.0,0.0,8.7,20.0,11.0,9.0,35.0
87.0,8.68,8.6,17.0,7.0,7.0,25.0
87.0,8.37,9.1,18.0,8.0,10.0,26.0
91.0,8.32,6.0,18.0,9.0,7.0,29.0
78.0,8.63,10.0,17.0,6.0,7.0,25.0
87.0,8.29,7.4,19.0,7.0,7.0,36.0
100.0,9.15,8.6,20.0,10.0,10.0,35.0
83.0,8.37,8.4,18.0,8.0,7.0,31.0
80.0,7.92,7.8,19.0,12.0,14.0,34.0
77.0,9.04,10.0,17.0,6.0,7.0,22.0
76.0,7.77,6.1,19.0,9.0,9.0,29.0
89.0,0.0,7.1,17.0,10.0,10.0,39.0
100.0,0.0,5.6,20.0,12.0,13.0,36.0
93.0,8.69,5.9,16.0,13.0,14.0,44.0
87.0,8.8,8.6,19.0,4.0,3.0,33.0
85.0,8.9,5.0,17.0,8.0,10.0,42.0
92.0,9.21,9.4,20.0,9.0,11.0,41.0
83.0,9.16,8.2,20.0,7.0,11.0,36.0
84.0,8.36,7.2,18.0,11.0,8.0,36.0
95.0,10.0,6.7,18.0,12.0,13.0,39.0
93.0,0.0,5.6,16.0,10.0,12.0,36.0
92.0,8.88,9.6,19.0,9.0,11.0,20.0
86.0,10.0,8.6,17.0,10.0,9.0,28.0
92.0,0.0,6.7,20.0,11.0,8.0,39.0
89.0,9.08,5.4,17.0,12.0,15.0,37.0
92.0,8.85,6.6,17.0,12.0,11.0,39.0
78.0,8.66,5.9,15.0,11.0,10.0,33.0
86.0,8.68,8.9,18.0,12.0,15.0,18.0
94.0,8.09,8.6,19.0,12.0,9.0,27.0
79.0,6.04,7.5,14.0,2.0,4.0,26.0
86.0,0.0,9.4,20.0,6.0,4.0,29.0
71.0,0.0,5.9,14.0,7.0,5.0,21.0
84.0,8.52,7.3,12.0,13.0,13.0,29.0
83.0,8.79,8.6,18.0,10.0,11.0,31.0
76.0,0.0,5.3,15.0,7.0,9.0,34.0
77.0,7.66,6.9,15.0,6.0,8.0,17.0
89.0,9.73,7.9,17.0,12.0,11.0,46.0
68.0,7.49,6.8,13.0,7.0,5.0,27.0
84.0,8.16,7.4,20.0,7.0,6.0,33.0
92.0,9.31,8.0,19.0,10.0,11.0,41.0
91.0,9.81,6.8,19.0,12.0,12.0,41.0
86.0,8.87,5.5,17.0,10.0,3.0,44.0
99.0,8.23,5.7,20.0,15.0,11.0,48.0
68.0,0.0,7.6,15.0,5.0,5.0,18.0
91.0,9.62,5.9,20.0,12.0,14.0,43.0
77.0,6.9,9.4,16.0,6.0,4.0,13.0
89.0,8.67,9.2,20.0,8.0,9.0,28.0
87.0,0.0,6.7,18.0,14.0,11.0,48.0
72.0,8.09,9.2,14.0,5.0,6.0,22.0
93.0,9.69,7.7,19.0,12.0,13.0,39.0
90.0,9.74,5.8,20.0,15.0,15.0,44.0
65.0,8.76,8.1,13.0,5.0,3.0,19.0
91.0,8.05,8.4,20.0,9.0,6.0,41.0
87.0,8.62,5.4,20.0,10.0,11.0,27.0
100.0,0.0,6.6,20.0,14.0,11.0,45.0
85.0,8.79,5.0,20.0,11.0,9.0,28.0
72.0,6.46,6.6,10.0,4.0,7.0,27.0
88.0,8.44,6.7,14.0,11.0,11.0,37.0
100.0,9.48,8.2,20.0,15.0,15.0,38.0
100.0,9.86,6.0,19.0,15.0,15.0,36.0
74.0,7.36,5.2,15.0,9.0,10.0,34.0
75.0,7.73,6.6,19.0,8.0,8.0,21.0
66.0,7.06,9.1,14.0,9.0,7.0,19.0
86.0,0.0,7.0,20.0,13.0,15.0,41.0
94.0,10.0,7.1,18.0,12.0,11.0,49.0
67.0,8.11,7.3,15.0,8.0,9.0,22.0
97.0,9.33,8.8,20.0,10.0,11.0,32.0
92.0,9.94,7.4,20.0,11.0,10.0,32.0
84.0,9.59,5.5,16.0,14.0,13.0,39.0
74.0,7.39,6.0,13.0,10.0,13.0,18.0
77.0,7.81,5.9,14.0,7.0,6.0,34.0
89.0,9.2,7.5,17.0,7.0,8.0,32.0
96.0,9.0,5.1,18.0,13.0,15.0,42.0
85.0,8.01,6.4,16.0,11.0,11.0,36.0
100.0,9.7,8.0,20.0,10.0,10.0,47.0
91.0,9.1,6.8,20.0,11.0,13.0,33.0
91.0,0.0,8.5,19.0,14.0,14.0,39.0
93.0,10.0,7.0,17.0,11.0,7.0,37.0
99.0,9.17,9.9,19.0,10.0,13.0,36.0
90.0,9.21,9.8,14.0,12.0,10.0,32.0
76.0,7.88,9.0,16.0,6.0,6.0,16.0
100.0,9.12,9.8,19.0,10.0,7.0,38.0
68.0,7.33,6.0,17.0,8.0,7.0,28.0
77.0,8.27,8.8,13.0,10.0,9.0,26.0
72.0,7.76,6.6,13.0,7.0,7.0,24.0
80.0,8.42,8.6,16.0,10.0,8.0,21.0
78.0,7.81,6.9,17.0,9.0,13.0,21.0
93.0,0.0,6.4,20.0,11.0,11.0,32.0
99.0,9.44,9.8,17.0,11.0,13.0,27.0
86.0,0.0,6.0,17.0,10.0,10.0,33.0
78.0,7.73,8.8,13.0,5.0,7.0,24.0
91.0,10.0,8.4,20.0,12.0,8.0,37.0
95.0,0.0,6.5,18.0,12.0,11.0,44.0
74.0,0.0,7.3,15.0,5.0,4.0,21.0
93.0,9.22,5.7,18.0,12.0,11.0,38.0
100.0,10.0,9.6,20.0,13.0,14.0,38.0
72.0,8.2,9.8,14.0,7.0,8.0,21.0
87.0,8.33,8.7,15.0,9.0,9.0,26.0
95.0,8.58,9.2,19.0,7.0,7.0,29.0
82.0,7.88,5.4,15.0,9.0,14.0,30.0
95.0,8.97,6.9,20.0,11.0,12.0,27.0
89.0,9.16,6.7,18.0,11.0,7.0,40.0
99.0,9.9,7.8,18.0,12.0,14.0,36.0
84.0,8.94,5.9,20.0,13.0,14.0,47.0
92.0,9.85,7.8,20.0,12.0,14.0,42.0
84.0,8.95,8.3,20.0,13.0,14.0,18.0
93.0,9.15,5.7,18.0,12.0,10.0,40.0
87.0,9.14,5.7,16.0,5.0,7.0,36.0
86.0,9.26,5.2,19.0,10.0,10.0,43.0
82.0,7.39,8.8,19.0,9.0,11.0,23.0
100.0,8.77,6.7,20.0,12.0,15.0,38.0
99.0,10.0,6.1,16.0,10.0,10.0,30.0
80.0,7.85,8.9,14.0,5.0,7.0,19.0
69.0,7.4,5.7,15.0,7.0,9.0,19.0
80.0,7.74,7.1,15.0,7.0,7.0,22.0
74.0,7.78,8.7,12.0,7.0,11.0,20.0
83.0,8.14,7.9,16.0,5.0,7.0,16.0
95.0,10.0,7.8,13.0,13.0,12.0,42.0
73.0,8.49,5.8,13.0,6.0,7.0,27.0
89.0,8.51,5.9,17.0,12.0,14.0,50.0
83.0,8.18,7.9,17.0,8.0,12.0,21.0
83.0,8.21,5.1,18.0,8.0,9.0,45.0
79.0,0.0,9.3,17.0,6.0,7.0,31.0
75.0,7.71,6.8,17.0,10.0,13.0,20.0
81.0,7.66,7.1,16.0,8.0,8.0,25.0
86.0,8.75,6.3,14.0,10.0,8.0,37.0
91.0,8.22,9.4,18.0,10.0,11.0,20.0
87.0,9.69,8.2,16.0,12.0,11.0,31.0
86.0,7.65,7.2,14.0,6.0,11.0,17.0
83.0,9.13,7.9,18.0,10.0,11.0,45.0
100.0,9.66,6.9,17.0,9.0,10.0,41.0
97.0,8.1,7.3,20.0,12.0,11.0,32.0
78.0,7.35,6.8,13.0,10.0,13.0,32.0
85.0,9.42,7.1,16.0,10.0,10.0,45.0
79.0,8.04,6.6,15.0,8.0,8.0,33.0
94.0,10.0,5.4,20.0,15.0,15.0,42.0
80.0,9.11,5.2,17.0,11.0,8.0,35.0
89.0,8.76,5.9,16.0,12.0,11.0,30.0
76.0,8.13,6.3,15.0,8.0,9.0,27.0
92.0,9.73,9.5,20.0,9.0,6.0,31.0
78.0,7.16,8.1,19.0,8.0,10.0,19.0
91.0,9.35,9.8,15.0,12.0,11.0,39.0
87.0,7.77,6.7,20.0,8.0,8.0,28.0
88.0,9.26,7.0,20.0,14.0,10.0,32.0
91.0,8.45,8.6,19.0,6.0,6.0,37.0
82.0,7.48,7.9,16.0,9.0,7.0,28.0
67.0,6.42,7.6,12.0,3.0,2.0,12.0
78.0,8.54,7.9,13.0,5.0,2.0,30.0
85.0,7.61,7.9,18.0,10.0,8.0,27.0
99.0,0.0,8.8,19.0,11.0,11.0,47.0
90.0,9.73,8.3,19.0,9.0,8.0,36.0
84.0,8.38,9.8,18.0,8.0,10.0,29.0
94.0,9.15,9.7,20.0,6.0,2.0,29.0
86.0,9.29,7.1,20.0,14.0,14.0,33.0
82.0,0.0,5.2,17.0,13.0,13.0,39.0
83.0,7.76,5.1,12.0,11.0,10.0,38.0
86.0,8.03,5.6,18.0,11.0,9.0,31.0
91.0,9.19,5.4,20.0,11.0,13.0,32.0
69.0,7.47,6.9,13.0,3.0,7.0,26.0
93.0,9.19,5.3,20.0,15.0,12.0,48.0
87.0,8.93,8.1,18.0,12.0,10.0,28.0
87.0,8.93,6.0,18.0,11.0,9.0,28.0
82.0,8.18,7.6,14.0,9.0,8.0,38.0
86.0,8.32,5.5,20.0,11.0,14.0,31.0
88.0,7.96,9.1,16.0,7.0,8.0,24.0
77.0,7.66,8.9,14.0,12.0,12.0,21.0
76.0,8.62,6.9,11.0,6.0,6.0,22.0
95.0,9.41,9.6,20.0,10.0,9.0,28.0
100.0,9.66,5.9,20.0,14.0,15.0,39.0
88.0,9.73,9.1,18.0,9.0,11.0,24.0
96.0,9.19,7.7,20.0,11.0,12.0,30.0
84.0,8.55,6.6,18.0,12.0,8.0,24.0
79.0,8.65,5.4,15.0,12.0,12.0,29.0
73.0,6.77,5.9,13.0,9.0,9.0,28.0
83.0,0.0,9.3,13.0,4.0,6.0,26.0
86.0,8.82,8.0,17.0,10.0,10.0,31.0
